Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,42.56999969482422,43.849998474121094,42.56999969482422,43.849998474121094,145000,0.0,0.0
2020-01-03 00:00:00-05:00,43.310001373291016,44.0099983215332,43.290000915527344,43.779998779296875,69200,0.0,0.0
2020-01-06 00:00:00-05:00,43.83000183105469,44.29999923706055,43.380001068115234,44.29999923706055,75600,0.0,0.0
2020-01-07 00:00:00-05:00,44.38999938964844,44.58000183105469,44.220001220703125,44.5099983215332,67200,0.0,0.0
2020-01-08 00:00:00-05:00,44.25,45.09000015258789,44.25,44.90999984741211,133300,0.0,0.0
2020-01-09 00:00:00-05:00,45.16999816894531,46.099998474121094,45.16999816894531,45.880001068115234,105000,0.0,0.0
2020-01-10 00:00:00-05:00,44.720001220703125,45.7599983215332,44.720001220703125,45.099998474121094,189800,0.0,0.0
2020-01-13 00:00:00-05:00,45.31999969482422,45.720001220703125,45.310001373291016,45.5099983215332,310200,0.0,0.0
2020-01-14 00:00:00-05:00,45.540000915527344,45.9900016784668,45.34000015258789,45.540000915527344,426200,0.0,0.0
2020-01-15 00:00:00-05:00,45.68000030517578,46.09000015258789,45.63999938964844,45.97999954223633,145700,0.0,0.0
2020-01-16 00:00:00-05:00,46.33000183105469,46.33000183105469,45.79999923706055,46.040000915527344,66700,0.0,0.0
2020-01-17 00:00:00-05:00,46.09000015258789,46.439998626708984,46.09000015258789,46.209999084472656,47500,0.0,0.0
2020-01-21 00:00:00-05:00,45.41999816894531,46.369998931884766,45.41999816894531,46.369998931884766,62600,0.0,0.0
2020-01-22 00:00:00-05:00,46.79999923706055,46.86000061035156,46.130001068115234,46.34000015258789,69800,0.0,0.0
2020-01-23 00:00:00-05:00,46.2400016784668,46.560001373291016,46.130001068115234,46.25,46800,0.0,0.0
2020-01-24 00:00:00-05:00,46.459999084472656,46.5099983215332,45.58000183105469,45.81999969482422,36300,0.0,0.0
2020-01-27 00:00:00-05:00,45.02000045776367,45.619998931884766,44.599998474121094,45.310001373291016,81300,0.0,0.0
2020-01-28 00:00:00-05:00,45.59000015258789,45.97999954223633,45.220001220703125,45.95000076293945,81400,0.0,0.0
2020-01-29 00:00:00-05:00,46.2400016784668,46.40999984741211,45.7400016784668,45.810001373291016,71800,0.0,0.0
2020-01-30 00:00:00-05:00,45.369998931884766,45.86000061035156,45.13999938964844,45.4900016784668,70700,0.0,0.0
