Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03 00:00:00-05:00,238.67660292589414,241.29823402669174,233.09948844422817,235.24000549316406,25740000,0.0,0.0
2023-01-04 00:00:00-05:00,228.07226219993836,228.6515707937887,221.86675636636124,224.9498748779297,50623400,0.0,0.0
2023-01-05 00:00:00-05:00,223.0842692283964,223.42793497169325,217.74281242583197,218.28285217285156,39585600,0.0,0.0
2023-01-06 00:00:00-05:00,218.96037666884743,221.67037414337992,215.376502057129,220.85540771484375,43613600,0.0,0.0
2023-01-09 00:00:00-05:00,222.34786087714497,227.05109853622983,222.30859206839725,223.00572204589844,27369800,0.0,0.0
2023-01-10 00:00:00-05:00,223.63411024135922,227.11980480134105,223.2119069054887,224.70437622070312,27033900,0.0,0.0
2023-01-11 00:00:00-05:00,227.10021289368686,231.67580135177104,226.923480755783,231.4990692138672,28669300,0.0,0.0
2023-01-12 00:00:00-05:00,230.99826575626707,235.5542116762938,229.32906420902535,234.18939208984375,27269500,0.0,0.0
2023-01-13 00:00:00-05:00,232.70673254932638,235.03379508045956,230.66441006071307,234.89633178710938,21333300,0.0,0.0
2023-01-17 00:00:00-05:00,233.65921748599973,236.54596231241507,232.79515373322812,235.99610900878906,29831300,0.0,0.0
2023-01-18 00:00:00-05:00,237.19398238340665,237.9893068890098,231.25357474268407,231.53831481933594,30028700,0.0,0.0
2023-01-19 00:00:00-05:00,229.5451006306224,231.25358612173252,226.50125078588513,227.72860717773438,28623000,0.0,0.0
2023-01-20 00:00:00-05:00,230.60553401218095,236.37902316517145,230.26186823597817,235.86843872070312,35389800,0.0,0.0
2023-01-23 00:00:00-05:00,236.7324833169044,240.72874754062073,235.30873805800567,238.1856689453125,31934000,0.0,0.0
2023-01-24 00:00:00-05:00,238.10714555670972,239.53087600789277,236.0844645730786,237.6554718017578,40234400,0.0,0.0
2023-01-25 00:00:00-05:00,230.23241286471827,238.8926465935646,226.71726242697446,236.25137329101562,66526600,0.0,0.0
2023-01-26 00:00:00-05:00,239.236301101992,243.81188931119357,237.61619666314894,243.50750732421875,33454500,0.0,0.0
2023-01-27 00:00:00-05:00,244.4795782533274,245.30435814766528,242.3587028258491,243.66461181640625,26498900,0.0,0.0
2023-01-30 00:00:00-05:00,240.08070505569438,241.1509711328646,237.81255301690885,238.31332397460938,25867400,0.0,0.0
2023-01-31 00:00:00-05:00,239.03993357311754,243.4584166890065,238.5489910046854,243.32095336914062,26541100,0.0,0.0
2023-02-01 00:00:00-05:00,243.50750871275346,250.5574366524926,241.0233405684273,248.1714630126953,31259900,0.0,0.0
2023-02-02 00:00:00-05:00,254.13149875716766,259.8951592726371,252.5899320193859,259.8067932128906,39940400,0.0,0.0
2023-02-03 00:00:00-05:00,254.83845905637355,259.4140470711342,252.44265709216836,253.67001342773438,29077300,0.0,0.0
