Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,5.9432842618967605,5.972160339355469,5.89275100764334,5.972160339355469,237536000,0.0,0.0
2020-01-03 00:00:00-05:00,5.852424606945243,5.9203836073401535,5.827531170640705,5.876571178436279,205384000,0.0,0.0
2020-01-06 00:00:00-05:00,5.783219952304488,5.906441700582744,5.757082063251852,5.901214122772217,262636000,0.0,0.0
2020-01-07 00:00:00-05:00,5.929593548989243,6.018462860706855,5.88453666408317,5.972659111022949,314856000,0.0,0.0
2020-01-08 00:00:00-05:00,5.968427030697477,6.025184004233772,5.928348928870455,5.983860969543457,277108000,0.0,0.0
2020-01-09 00:00:00-05:00,6.070242095491098,6.122020297480255,5.995811048832402,6.0495805740356445,255112000,0.0,0.0
2020-01-10 00:00:00-05:00,6.156869752720593,6.1872395630455745,6.067751644612036,6.081940650939941,316296000,0.0,0.0
2020-01-13 00:00:00-05:00,6.1650845121949756,6.2977657695347995,6.142431197700387,6.272623538970947,319840000,0.0,0.0
2020-01-14 00:00:00-05:00,6.2298075886953805,6.255199094022158,6.142431999336012,6.155625820159912,359088000,0.0,0.0
2020-01-15 00:00:00-05:00,6.1683213424842025,6.19072538934148,6.087168990499455,6.113058090209961,263104000,0.0,0.0
2020-01-16 00:00:00-05:00,6.166578128382356,6.202673585938603,6.143178422576871,6.196699142456055,284192000,0.0,0.0
2020-01-17 00:00:00-05:00,6.215867546276545,6.22333572006965,6.157866106744991,6.2054123878479,253792000,0.0,0.0
2020-01-21 00:00:00-05:00,6.168819465089883,6.205661791865372,6.137951582515902,6.172055721282959,217916000,0.0,0.0
2020-01-22 00:00:00-05:00,6.217359205441887,6.312700532581973,6.198440217975507,6.226071834564209,239240000,0.0,0.0
2020-01-23 00:00:00-05:00,6.266151901673398,6.302993749399397,6.177282588572863,6.294529914855957,244516000,0.0,0.0
2020-01-24 00:00:00-05:00,6.410035504074438,6.459822377522355,6.181016740859083,6.235284328460693,373512000,0.0,0.0
2020-01-27 00:00:00-05:00,5.930590343164963,6.030412899352209,5.780981382039902,5.979381561279297,470536000,0.0,0.0
2020-01-28 00:00:00-05:00,6.045347340574895,6.20516262639807,5.99207542036625,6.172801494598389,310976000,0.0,0.0
2020-01-29 00:00:00-05:00,6.158364393072457,6.194459855480185,6.0724820532193915,6.112311840057373,258848000,0.0,0.0
2020-01-30 00:00:00-05:00,6.014481262531654,6.132475956437401,5.959467274535947,6.119033336639404,290504000,0.0,0.0
2020-01-31 00:00:00-05:00,6.0732276014165905,6.085176487397155,5.843711276184004,5.885531902313232,370420000,0.0,0.0
2020-02-03 00:00:00-05:00,5.8673599529961455,6.002033008760305,5.861136713178415,5.982616424560547,255564000,0.0,0.0
2020-02-04 00:00:00-05:00,6.124508879153485,6.1710594954488736,6.074473210292786,6.151891231536865,271544000,0.0,0.0
2020-02-05 00:00:00-05:00,6.272873823740814,6.283080186296555,6.158862258689889,6.242255210876465,208220000,0.0,0.0
2020-02-06 00:00:00-05:00,6.276607492554821,6.329132080078125,6.19545514360425,6.329132080078125,218284000,0.0,0.0
2020-02-07 00:00:00-05:00,6.28905350473973,6.311208752427656,6.237524107776993,6.26291561126709,189752000,0.0,0.0
2020-02-10 00:00:00-05:00,6.2855695947227,6.546949526562297,6.280590811784092,6.546203136444092,529608000,0.0,0.0
2020-02-11 00:00:00-05:00,6.654487370839691,6.783434777596909,6.592502820899374,6.668676376342773,638556000,0.0,0.0
2020-02-12 00:00:00-05:00,6.721451236748671,6.79090396963494,6.682617588464696,6.784431457519531,374644000,0.0,0.0
2020-02-13 00:00:00-05:00,6.726428747125231,6.807829877717918,6.69904592375907,6.740617752075195,528016000,0.0,0.0
2020-02-14 00:00:00-05:00,7.150861219880521,7.342788859581885,7.1194957464110455,7.213841438293457,1041924000,0.0,0.0
2020-02-18 00:00:00-05:00,7.110533633972161,7.401039349225762,7.091117048530455,7.382617950439453,620164000,0.0,0.0
2020-02-19 00:00:00-05:00,7.505093025636607,7.8516083635339475,7.505093025636607,7.8339338302612305,694332000,0.0,0.0
2020-02-20 00:00:00-05:00,7.785889433473881,7.874260669430962,7.377140774089348,7.684573650360107,810052000,0.0,0.0
2020-02-21 00:00:00-05:00,7.572305365329303,7.597447597328472,7.235498310480774,7.320384502410889,768180000,0.0,0.0
2020-02-24 00:00:00-05:00,6.725931253197748,7.016685754399447,6.67141487324795,6.802851676940918,856916000,0.0,0.0
2020-02-25 00:00:00-05:00,6.878029597294188,6.940014150314827,6.42148583523213,6.523299694061279,1055496000,0.0,0.0
2020-02-26 00:00:00-05:00,6.5235478468113515,6.856869809503724,6.522054592222937,6.662701606750488,747732000,0.0,0.0
2020-02-27 00:00:00-05:00,6.349107911870958,6.6504977486511425,6.199409488033335,6.291819095611572,906416000,0.004,0.0
2020-02-28 00:00:00-05:00,6.0392493015615685,6.786496174779631,6.022560928685381,6.726965427398682,1133252000,0.0,0.0
2020-03-02 00:00:00-05:00,6.897088786752712,6.914275525682535,6.501047905140563,6.885381698608398,890744000,0.0,0.0
2020-03-03 00:00:00-05:00,6.941177613639033,7.000957317371102,6.537415074077582,6.62285041809082,652792000,0.0,0.0
2020-03-04 00:00:00-05:00,6.730204563879715,7.096106466640253,6.655479581012749,7.086641311645508,597408000,0.0,0.0
2020-03-05 00:00:00-05:00,6.887126080116027,7.054011254176982,6.762584919625369,6.807170867919922,540328000,0.0,0.0
2020-03-06 00:00:00-05:00,6.62758174053055,6.685119975650796,6.426323102976451,6.626585483551025,515412000,0.0,0.0
2020-03-09 00:00:00-04:00,5.975484465987302,6.461195152889279,5.932642563987071,6.113476276397705,614160000,0.0,0.0
2020-03-10 00:00:00-04:00,6.3899568373554105,6.503040313720703,6.127175423072159,6.503040313720703,580648000,0.0,0.0
2020-03-11 00:00:00-04:00,6.363055596462657,6.391451055257436,6.041988658389022,6.139130592346191,499964000,0.0,0.0
2020-03-12 00:00:00-04:00,5.6158094578778455,5.881331187763637,5.375196053186379,5.387899398803711,816540000,0.0,0.0
2020-03-13 00:00:00-04:00,5.741347288359107,6.003381900510445,5.470096942020882,5.998898506164551,634836000,0.0,0.0
2020-03-16 00:00:00-04:00,5.290757088128604,5.63175111220886,4.832196659848322,4.891976356506348,726972000,0.0,0.0
2020-03-17 00:00:00-04:00,5.004311436002032,5.501230738762045,4.757471117617669,5.411809921264648,833632000,0.0,0.0
2020-03-18 00:00:00-04:00,4.984137751230702,5.229234591039267,4.500419980703203,5.0518879890441895,874268000,0.0,0.0
2020-03-19 00:00:00-04:00,5.030466496374493,5.398361392229957,4.817003328400876,5.304706573486328,765512000,0.0,0.0
2020-03-20 00:00:00-04:00,5.454901640146078,5.736862763330307,5.109424746891943,5.124867916107178,804636000,0.0,0.0
2020-03-23 00:00:00-04:00,5.123871037087504,5.3921330267394385,4.94478092357623,5.297730445861816,643876000,0.0,0.0
2020-03-24 00:00:00-04:00,5.703984178273461,6.293313140337309,5.680321532450428,6.206632137298584,1101644000,0.0,0.0
2020-03-25 00:00:00-04:00,6.321709528022261,6.521473574456753,6.069140052548156,6.117960453033447,793432000,0.0,0.0
2020-03-26 00:00:00-04:00,6.325196780085828,6.531437214285928,6.227058561399177,6.4073944091796875,696108000,0.0,0.0
2020-03-27 00:00:00-04:00,6.227057176911279,6.553853205968076,6.194178322618575,6.2950568199157715,638828000,0.0,0.0
2020-03-30 00:00:00-04:00,6.360564655451832,6.624592203032004,6.316477082373676,6.615375995635986,602252000,0.0,0.0
2020-03-31 00:00:00-04:00,6.655478550310058,6.859726425112722,6.420095864659736,6.56580924987793,949960000,0.0,0.0
2020-04-01 00:00:00-04:00,6.3677902311719174,6.514250485411146,6.009858835904799,6.054444313049316,656912000,0.0,0.0
2020-04-02 00:00:00-04:00,6.083585879611175,6.376506804819798,6.03551327444498,6.363305568695068,675764000,0.0,0.0
2020-04-03 00:00:00-04:00,6.325695486133217,6.367292193950318,5.937874455724966,6.0753679275512695,663212000,0.0,0.0
2020-04-06 00:00:00-04:00,6.357576709547366,6.722233374019288,6.300038473621404,6.68536901473999,727884000,0.0,0.0
2020-04-07 00:00:00-04:00,6.907052975629182,6.9307161013045535,6.408888309949411,6.451979637145996,784520000,0.0,0.0
2020-04-08 00:00:00-04:00,6.561077251171953,6.674160741564589,6.4910850854844675,6.649252414703369,542444000,0.0,0.0
2020-04-09 00:00:00-04:00,6.775038853830193,6.797954190138217,6.486601310368204,6.549619197845459,525564000,0.0,0.0
2020-04-13 00:00:00-04:00,6.489839013642981,6.7302034567472955,6.401414916462178,6.721485614776611,398408000,0.0,0.0
2020-04-14 00:00:00-04:00,6.849763148211364,7.106815975372771,6.822114998119444,7.072691917419434,530948000,0.0,0.0
2020-04-15 00:00:00-04:00,6.904561298379728,7.078171789754281,6.859228516671217,6.995227336883545,366148000,0.0,0.0
